Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9474,Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13
9475,Street Fighter IV,PC,2008,Fighting,Capcom,0.07,0.04,0,0.02,0.13
9476,Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0,0,0.13,0,0.13
9477,Harvest Moon DS (jp sales),DS,2005,Simulation,Rising Star Games,0,0,0.13,0,0.13
9478,Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13
9479,Sin and Punishment,N64,2000,Shooter,Nintendo,0,0,0.13,0,0.13
9480,NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0,0.13
9481,Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0,0.13
9482,Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.02,0.13
9483,Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13
9484,Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13
9485,Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0,0,0.13
9486,Sonic Riders,XB,2006,Racing,Sega,0.1,0.03,0,0,0.13
9487,Shimano Xtreme Fishing,Wii,2009,Sports,Mastiff,0.12,0,0,0.01,0.13
9488,The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,0.08,0.04,0,0.01,0.13
9489,TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.09,0.02,0,0.02,0.13
9490,Rally Fusion: Race of Champions,PS2,2002,Racing,Activision,0.06,0.05,0,0.02,0.13
9491,Barbie and the Three Musketeers,DS,2009,Adventure,Activision,0.12,0,0,0.01,0.13
9492,Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9493,The House of the Dead,SAT,1997,Shooter,Sega,0,0,0.13,0,0.13
9494,DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.09,0.03,0,0.01,0.13
9495,RealSports Volleyball,2600,1981,Sports,Atari,0.12,0.01,0,0,0.13
9496,Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0,0,0.13
9497,Smart Boy's Gameroom,DS,2007,Misc,505 Games,0.12,0,0,0.01,0.13
9498,NightCaster,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13
9499,RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.1,0.03,0,0,0.13
9500,FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13
9501,Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.1,0.03,0,0,0.13
9502,MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.11,0,0,0.02,0.13
9503,Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
9504,Digimon Racing,GBA,2004,Racing,Bandai Namco Games,0.09,0.03,0,0,0.13
9505,Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9506,Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0,0.01,0.13
9507,"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13
9508,Last Bronx,SAT,1996,Fighting,Sega,0,0,0.13,0,0.13
9509,Iridion II,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0,0,0.13
9510,Momotaro Douchuuki,SAT,1997,Misc,Hudson Soft,0,0,0.13,0,0.13
9511,Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0,0.02,0.13
9512,Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13
9513,Whiplash,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13
9514,BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13
9515,Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,0.12,0,0,0.01,0.13
9516,Warcraft III: Reign of Chaos,PC,2002,Strategy,Vivendi Games,0.03,0.08,0,0.02,0.13
9517,Farming Simulator 2011,PC,2010,Simulation,Giants Software,0,0.13,0,0,0.13
9518,Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13
9519,Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13
9520,Imagine: Fashion Designer,N3DS,2011,Simulation,Ubisoft,0.1,0.02,0,0.01,0.13
9521,Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,0,0,0.13,0,0.13
9522,Nintendo Puzzle Collection,GC,2003,Puzzle,Nintendo,0,0,0.13,0,0.13
9523,Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,0.1,0.02,0,0.01,0.13
9524,Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0,0.13
9525,The Price is Right 2010 Edition,DS,2009,Misc,Ubisoft,0.12,0,0,0.01,0.13
9526,Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.12,0,0,0.01,0.13
9527,Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13
9528,Walt Disney Pictures Presents: The Wild,GBA,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13
9529,Puzzle de Harvest Moon,DS,2007,Puzzle,Natsume,0.12,0,0,0.01,0.13
9530,Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,0,0,0.01,0.13
9531,Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13
9532,Metal Max 3,DS,2010,Role-Playing,Enterbrain,0,0,0.13,0,0.13
9533,Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13
9534,Puyo Puyo!! 20th Anniversary,N3DS,2011,Puzzle,Sega,0,0,0.13,0,0.13
9535,Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13
9536,Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13
9537,NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9538,Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0,0.02,0.15
9539,Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,0,0,0.13,0,0.13
9540,Green Lantern: Rise of the Manhunters,N3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13
9541,Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0,0.02,0.13
9542,7 Wonders of the Ancient World,DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,0.13
9543,Backyard Baseball '09,DS,2008,Sports,Atari,0.12,0,0,0.01,0.13
9544,Puppies 3D,N3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13
9545,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0,0,0.13,0,0.13
9546,Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,0,0,0.13,0,0.13
9547,Just Cause 2,PC,2010,Action,Square Enix,0,0.1,0,0.03,0.13
9548,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,0.09,0.03,0,0,0.13
9549,Okami,PS3,2012,Action,Capcom,0,0,0.14,0,0.14
9550,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13
9551,LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13
9552,Backyard Baseball,GC,2003,Sports,Infogrames,0.1,0.03,0,0,0.13
9553,Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,0.11,0.01,0,0.01,0.13
9554,Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0,0,0.14,0,0.14
9555,Sega GT,DC,2000,Racing,Sega,0,0,0.13,0,0.13
9556,Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.08,0.04,0,0.01,0.13
9557,NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13
9558,Legends of Wrestling,GC,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.13
9559,Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.1,0.02,0,0.01,0.13
9560,Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01,0.13
9561,Gunstar Heroes,GEN,1992,Shooter,Sega,0,0,0.13,0,0.13
9562,All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13
9563,Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Bandai Namco Games,0,0,0.13,0,0.13
9564,Shining Wind,PS2,2007,Role-Playing,Sega,0,0,0.13,0,0.13
9565,Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13
9566,Portal Runner,PS2,2001,Platform,3DO,0.06,0.05,0,0.02,0.13
9567,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.09,0.03,0,0,0.13
9568,Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.04,0.08,0,0.01,0.13
9569,Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0,0.01,0.13
9570,Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13
9571,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02,0.13
9572,Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0,0.01,0.13
9573,Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0,0.01,0.13
9574,Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0,0.13
9575,Spartan: Total Warrior,XB,2005,Action,Sega,0.1,0.03,0,0,0.13
9576,Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
9577,Yakuza,PS3,2012,Action,Sega,0,0,0.11,0,0.11
9578,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13
9579,Zapper: One Wicked Cricket!,GC,2002,Platform,Infogrames,0.1,0.03,0,0,0.13
9580,Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0,0,0.13
9581,Assassination Classroom: Grand Siege on Kuro-sensei,N3DS,2015,Action,Bandai Namco Games,0,0,0.13,0,0.13
9582,Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13
9583,High Rollers Casino,XB,2004,Misc,Mud Duck Productions,0.1,0.03,0,0,0.13
9584,Advent Rising,XB,2005,Action,THQ,0.1,0.03,0,0,0.13
9585,Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01,0.13
9586,Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,0.13
9587,Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,Tecmo Koei,0,0,0.13,0,0.13
9588,Derby Stallion Advance,GBA,2002,Sports,Enterbrain,0,0,0.12,0,0.13
9589,PBR: Out of the Chute,Wii,2008,Sports,Crave Entertainment,0.12,0,0,0.01,0.13
9590,Monopoly Party,GC,2002,Misc,Infogrames,0.1,0.03,0,0,0.13
9591,LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0,0.01,0.13
9592,Thor: God of Thunder,DS,2011,Action,Sega,0.09,0.03,0,0.01,0.13
9593,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,0.09,0.03,0,0,0.13
9594,The Price is Right: Decades,Wii,2011,Misc,Ubisoft,0.12,0,0,0.01,0.13
9595,Snood,GBA,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0,0,0.13
9596,The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Bandai Namco Games,0.09,0.02,0.01,0.01,0.13
9597,Avatar: The Last Airbender - Into the Inferno,DS,2008,Adventure,THQ,0.11,0.01,0,0.01,0.13
9598,Robotics;Notes,PS3,2012,Adventure,5pb,0,0,0.11,0,0.11
9599,Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.06,0.05,0,0.02,0.13
9600,Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.09,0.03,0,0.01,0.13
9601,DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13
9602,SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.1,0.01,0,0.01,0.13
9603,Deepak Chopra's Leela,X360,2011,Misc,THQ,0.07,0.05,0,0.01,0.13
9604,Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13
9605,World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,0.13
9606,Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13
9607,Kidou Senshi Gundam UC,PS3,2012,Action,Bandai Namco Games,0,0,0.1,0,0.1
9608,428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0,0,0.13,0,0.13
9609,Kelly Slater's Pro Surfer,GBA,2002,Sports,Activision,0.09,0.03,0,0,0.13
9610,Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0,0.01,0.13
9611,Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13
9612,X-Men: Next Dimension,GC,2002,Fighting,Activision,0.1,0.03,0,0,0.13
9613,Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.12,0,0,0.01,0.13
9614,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1
9615,Cabela's Dangerous Hunts 2011,DS,2010,Sports,Activision,0.12,0,0,0.01,0.13
9616,Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.04,0,0.01,0.13
9617,7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,0,0,0.13,0,0.13
9618,Doukyuusei 2,SAT,1997,Role-Playing,NEC Interchannel,0,0,0.13,0,0.13
9619,SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01,0.13
9620,Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.11,0,0,0.01,0.13
9621,Burnout,XB,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0,0.13
9622,Zenses: Ocean,DS,2008,Puzzle,Game Factory,0.11,0.01,0,0.01,0.13
9623,Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,0.08,0.03,0,0.01,0.13
9624,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.12,0,0,0.01,0.13
9625,Baroque,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13
9626,Left Brain Right Brain 2,DS,2008,Misc,Majesco Entertainment,0.12,0,0,0.01,0.13
9627,Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Bandai Namco Games,0,0,0.13,0,0.13
9628,Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.11,0,0,0.01,0.13
9629,Little Battlers eXperience: Wars,N3DS,2013,Strategy,Level 5,0,0,0.13,0,0.13
9630,Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.12,0,0,0.01,0.13
9631,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0,0,0.13
9632,Aikatsu! 365 Idol Days,N3DS,2014,Adventure,Bandai Namco Games,0,0,0.13,0,0.13
9633,Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.12,0,0,0.01,0.13
9634,Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0,0,0.13
9635,Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0,0,0.13
9636,The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.03,0.08,0,0.02,0.13
9637,Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.01,0.06,0.02,0.13
9638,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0,0.05,0.01,0.1
9639,Mega Man X Collection,GC,2006,Misc,Capcom,0.1,0.03,0,0,0.13
9640,Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13
9641,Dragon Ball: Origins,DS,2008,Action,Atari,0.09,0.03,0,0.01,0.13
9642,Last Ranker,PSP,2010,Role-Playing,Capcom,0,0,0.13,0,0.13
9643,Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0,0,0.13
9644,Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9645,Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.13
9646,Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.08,0.04,0,0.01,0.13
9647,Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,0.09,0.03,0,0,0.13
9648,Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13
9649,Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0,0,0.13
9650,Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13
9651,Adventures to Go!,PSP,2008,Role-Playing,Zushi Games,0.1,0,0.01,0.01,0.13
9652,Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0,0.01,0.13
9653,Resident Evil Chronicles HD,PS3,2012,Shooter,Capcom,0,0,0.09,0,0.09
9654,World Soccer Winning Eleven 2002,PS,2002,Sports,Konami Digital Entertainment,0,0,0.12,0.01,0.13
9655,Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0,0,0.01,0.13
9656,Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01,0.13
9657,Horse Life,DS,2007,Simulation,Game Life,0.09,0.02,0,0.01,0.13
9658,Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0,0,0.12
9659,Sonic Jam,SAT,1997,Platform,Sega,0,0,0.12,0,0.12
9660,Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Bandai Namco Games,0,0,0.12,0,0.12
9661,Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0.01,0,0.01,0.12
9662,Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,0.07,0.05,0,0.01,0.12
9663,Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.07,0.04,0,0.01,0.12
9664,Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.07,0.04,0,0.01,0.12
9665,Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.09,0.03,0,0,0.12
9666,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,0,0,0.12,0,0.12
9667,Charm Girls Club: My Fashion Mall,NDS,2009,Simulation,Unknown,0.12,0,0,0.01,0.12
9668,Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12
9669,High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0,0,0.12,0,0.12
9670,Romance of the Three Kingdoms XII,PS3,2012,Strategy,Tecmo Koei,0,0,0.09,0,0.09
9671,Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.04,0.02,0.01,0.08
9672,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0,0,0.12,0,0.12
9673,Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01,0.12
9674,SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.11,0.01,0,0.01,0.12
9675,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0,0,0.01,0.08
9676,Sleeping Dogs,PC,2012,Action,Square Enix,0.06,0.05,0,0.02,0.12
9677,Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.1,0.02,0,0,0.12
9678,Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,0.11,0,0,0.01,0.12
9679,Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0,0.02,0.08
9680,Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0,0,0.07,0,0.07
9681,Worms 3D,PS2,2003,Strategy,Sega,0.06,0.05,0,0.02,0.12
9682,Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01,0.12
9683,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Bandai Namco Games,0,0,0.12,0,0.12
9684,Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.11,0,0,0.01,0.12
9685,Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01,0.12
9686,"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0,0,0.12,0,0.12
9687,Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0.07,0.05,0,0.01,0.12
9688,Ochaken no Heya DS,DS,2006,Simulation,MTO,0,0,0.12,0,0.12
9689,Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.12,0,0,0.01,0.12
9690,Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.09,0.03,0,0,0.12
9691,Inversion,PS3,2012,Shooter,Bandai Namco Games,0.03,0.03,0,0.01,0.07
9692,WRC: FIA World Rally Championship,X360,2010,Racing,Black Bean Games,0,0.1,0,0.02,0.12
9693,Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0,0,0.12,0,0.12
9694,Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0,0.01,0.12
9695,Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.06,0.05,0,0.02,0.12
9696,Gundam Battle Royale,PSP,2006,Action,Bandai Namco Games,0,0,0.12,0,0.12
9697,Solitaire & Mahjong,Wii,2009,Puzzle,Crave Entertainment,0.11,0,0,0.01,0.12
9698,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,0,0,0.12,0.01,0.12
9699,NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,0.1,0.02,0,0,0.12
9700,Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.05,0.07,0,0.01,0.12
9701,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0,0,0.12,0,0.12
9702,Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0,0.02,0.12
9703,Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment,0.12,0,0,0.01,0.12
9704,One Piece: Pirate Warriors 2,PSV,2013,Action,Bandai Namco Games,0,0,0.12,0,0.12
9705,NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0,0,0.12
9706,Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.06,0.05,0,0.02,0.12
9707,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Bandai Namco Games,0,0,0.12,0,0.12
9708,Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.01,0.12
9709,Echo Night,PS,1998,Adventure,From Software,0.03,0.02,0.07,0.01,0.12
9710,Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0,0,0.01,0.12
9711,Rocket League,XOne,2016,Sports,505 Games,0.03,0.09,0,0.01,0.12
9712,Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0,0,0.12,0,0.12
9713,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.05,0.07,0,0.01,0.12
9714,Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01,0.12
9715,Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01,0.12
9716,Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,0.12
9717,The King of Fighters '94,NG,1994,Fighting,SNK,0,0,0.12,0,0.12
9718,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,Tecmo Koei,0,0,0.12,0,0.12
9719,Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.11,0,0,0.01,0.12
9720,All Kamen Rider: Rider Generation,DS,2011,Action,Bandai Namco Games,0,0,0.12,0,0.12
9721,The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12
9722,Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0,0,0.01,0.12
9723,Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0,0.02,0.12
9724,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.05,0.04,0,0.03,0.12
9725,Guardian's Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0,0.01,0.12
9726,Undead Knights,PSP,2009,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12
9727,Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0,0.05,0.06,0.01,0.12
9728,Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0,0,0.12
9729,MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Bandai Namco Games,0.06,0.05,0,0.02,0.12
9730,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02,0.12
9731,The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0,0,0.12
9732,M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.11,0,0,0.01,0.12
9733,Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive,0.07,0.05,0,0.01,0.12
9734,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,N3DS,2014,Misc,Bandai Namco Games,0,0,0.12,0,0.12
9735,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Bandai Namco Games,0,0.04,0.06,0.02,0.12
9736,Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0,0,0.12,0,0.12
9737,Summon Night 3,PSP,2012,Role-Playing,Bandai Namco Games,0,0,0.12,0,0.12
9738,O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0,0.01,0.12
9739,Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0,0,0.01,0.12
9740,Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.11,0.01,0,0.01,0.12
